"","geo_type","region","transportation_type","alternative_name","sub.region","country","X2020.01.13","X2020.01.14","X2020.01.15","X2020.01.16","X2020.01.17","X2020.01.18","X2020.01.19","X2020.01.20","X2020.01.21","X2020.01.22","X2020.01.23","X2020.01.24","X2020.01.25","X2020.01.26","X2020.01.27","X2020.01.28","X2020.01.29","X2020.01.30","X2020.01.31","X2020.02.01","X2020.02.02","X2020.02.03","X2020.02.04","X2020.02.05","X2020.02.06","X2020.02.07","X2020.02.08","X2020.02.09","X2020.02.10","X2020.02.11","X2020.02.12","X2020.02.13","X2020.02.14","X2020.02.15","X2020.02.16","X2020.02.17","X2020.02.18","X2020.02.19","X2020.02.20","X2020.02.21","X2020.02.22","X2020.02.23","X2020.02.24","X2020.02.25","X2020.02.26","X2020.02.27","X2020.02.28","X2020.02.29","X2020.03.01","X2020.03.02","X2020.03.03","X2020.03.04","X2020.03.05","X2020.03.06","X2020.03.07","X2020.03.08","X2020.03.09","X2020.03.10","X2020.03.11","X2020.03.12","X2020.03.13","X2020.03.14","X2020.03.15","X2020.03.16","X2020.03.17","X2020.03.18","X2020.03.19","X2020.03.20","X2020.03.21","X2020.03.22","X2020.03.23","X2020.03.24","X2020.03.25","X2020.03.26","X2020.03.27","X2020.03.28","X2020.03.29","X2020.03.30","X2020.03.31","X2020.04.01","X2020.04.02","X2020.04.03","X2020.04.04","X2020.04.05","X2020.04.06","X2020.04.07","X2020.04.08","X2020.04.09","X2020.04.10","X2020.04.11","X2020.04.12","X2020.04.13","X2020.04.14","X2020.04.15","X2020.04.16","X2020.04.17","X2020.04.18","X2020.04.19","X2020.04.20","X2020.04.21","X2020.04.22","X2020.04.23","X2020.04.24","X2020.04.25","X2020.04.26","X2020.04.27","X2020.04.28","X2020.04.29","X2020.04.30","X2020.05.01","X2020.05.02","X2020.05.03","X2020.05.04","X2020.05.05","X2020.05.06","X2020.05.07","X2020.05.08","X2020.05.09","X2020.05.10","X2020.05.11","X2020.05.12","X2020.05.13","X2020.05.14","X2020.05.15","X2020.05.16","X2020.05.17","X2020.05.18","X2020.05.19","X2020.05.20","X2020.05.21","X2020.05.22","X2020.05.23","X2020.05.24","X2020.05.25","X2020.05.26","X2020.05.27","X2020.05.28","X2020.05.29","X2020.05.30","X2020.05.31","X2020.06.01","X2020.06.02","X2020.06.03","X2020.06.04","X2020.06.05","X2020.06.06","X2020.06.07","X2020.06.08","X2020.06.09","X2020.06.10","X2020.06.11","X2020.06.12","X2020.06.13","X2020.06.14","X2020.06.15","X2020.06.16","X2020.06.17","X2020.06.18","X2020.06.19","X2020.06.20","X2020.06.21","X2020.06.22","X2020.06.23","X2020.06.24","X2020.06.25","X2020.06.26","X2020.06.27","X2020.06.28","X2020.06.29","X2020.06.30","X2020.07.01","X2020.07.02","X2020.07.03","X2020.07.04","X2020.07.05","X2020.07.06","X2020.07.07","X2020.07.08","X2020.07.09","X2020.07.10","X2020.07.11","X2020.07.12","X2020.07.13","X2020.07.14","X2020.07.15","X2020.07.16","X2020.07.17","X2020.07.18","X2020.07.19","X2020.07.20","X2020.07.21","X2020.07.22","X2020.07.23","X2020.07.24","X2020.07.25","X2020.07.26","X2020.07.27","X2020.07.28","X2020.07.29","X2020.07.30","X2020.07.31","X2020.08.01","X2020.08.02","X2020.08.03","X2020.08.04","X2020.08.05","X2020.08.06","X2020.08.07","X2020.08.08","X2020.08.09","X2020.08.10","X2020.08.11","X2020.08.12","X2020.08.13","X2020.08.14","X2020.08.15","X2020.08.16","X2020.08.17","X2020.08.18","X2020.08.19","X2020.08.20","X2020.08.21","X2020.08.22","X2020.08.23","X2020.08.24","X2020.08.25","X2020.08.26","X2020.08.27","X2020.08.28","X2020.08.29","X2020.08.30","X2020.08.31","X2020.09.01","X2020.09.02","X2020.09.03","X2020.09.04","X2020.09.05","X2020.09.06","X2020.09.07","X2020.09.08","X2020.09.09","X2020.09.10","X2020.09.11","X2020.09.12","X2020.09.13","X2020.09.14","X2020.09.15","X2020.09.16","X2020.09.17","X2020.09.18"
"708","city","Pittsburgh","driving","","Pennsylvania","United States",100,102.6,102.18,104.49,124.84,104.34,86.86,95.83,97.72,98.93,102.08,117.3,116.28,80.83,90.25,95.73,98.66,100.64,123.96,116.43,79,93.43,97.8,98.07,102.36,103.04,114.78,86.26,96.37,101.67,103.6,110.13,135.79,131.09,96.6,101.56,103.91,103.55,105.19,127.95,131.98,92.28,103.33,105.32,112.78,106.46,127.82,127.63,92.89,98.91,105.05,106.95,111.89,125.78,129.66,99.38,103.39,103.35,104.22,100.64,108.58,93.94,67.62,73.03,64.71,61.51,60,60.66,49.61,42.4,42.79,42.89,45.01,50.31,53.04,45.16,43.1,45.83,47.52,48.84,51.26,58.76,52.86,43.03,51.11,48.83,55.14,52.06,58.41,56.15,33.85,47.09,52.49,57,56.68,61.12,60.4,50.29,58.42,55.94,59.91,60.16,68.04,66.77,46.4,64.22,63.05,67.24,67.31,78.74,77.82,59.97,71.93,73.23,71.07,79.07,81.92,79.58,62.48,NA,NA,89.87,86.36,105.29,103.11,79.09,96.49,99.63,102.75,108.09,112.86,106.76,85.86,78.59,107.52,112.22,112.04,120.78,118.82,88.8,106.97,112.99,109.94,113.19,132.6,124.22,101.62,119.12,123.95,124.3,131.67,147.77,138.28,107.92,123.98,129.5,131.24,132.75,148.51,142.57,100.99,124.24,129.66,137.04,141.37,158.22,147.1,117.83,130.92,136.91,140.32,144.67,135.47,98.5,100.53,126.63,128.57,132.47,136.34,148.44,135.59,108.13,127.34,132.64,134.96,135.17,152.58,144.71,116.03,131.96,131.88,135.64,136.23,157.14,147.94,117,131.72,137.04,141.73,143.59,154.09,145.86,116.29,138.22,138.68,143.18,144.26,161.14,152.32,121.65,136.46,141.13,144.67,146.38,162.7,154.9,126.97,138.45,141.07,144.37,146.52,163.37,155.11,120.48,131.9,130.64,134.48,136.14,148.03,150.93,120.55,124.9,130.67,130.75,136.72,162.11,149.63,118.47,101.24,128.04,132.46,135.26,154.94,158.4,107.66,122.91,125.96,129.28,136.53,158.2
"709","city","Pittsburgh","transit","","Pennsylvania","United States",100,98.74,93.44,96.34,121.6,98.11,82.38,95.63,96.23,89.33,96.95,113.62,101.02,76.87,88.3,89.23,86.97,91.34,112.59,102.84,74.19,87.41,88.82,91.76,94.76,107.76,99.29,75.73,90.65,91.42,90.27,101.26,122.87,109.85,80.93,89.22,92.96,93.32,92.96,116.12,106.51,77.96,90.93,91.18,88.37,88.74,115.89,97.65,77.1,87.02,85.01,94.19,106.63,98.46,89.81,68.71,84.32,76.07,75.56,69.38,70.27,59.52,44.28,47.74,39.57,33.37,33.2,30.91,26.18,24.94,24.2,24.78,24.58,28.12,28.78,23.98,23.52,27.06,26.46,26.48,26.79,27.28,25.28,20.51,26.65,24.47,28.06,27.3,25.88,23.78,21.96,24.3,26.86,26.5,27.51,25.01,26.39,25.53,28.5,26.02,28.78,26.31,29.05,27.24,23.98,29.51,27.07,29.47,28.95,32.14,29.46,28.31,31.27,29.66,30.49,33.61,29.44,29.8,26.65,NA,NA,33.14,35.15,36.2,37.62,32.58,40.83,38.46,39.95,38.08,41.92,38.74,34.7,35.26,43.78,42.43,45.92,40.45,41.72,34.52,42.34,42.57,44.28,44.11,47.41,45.08,40.84,47.29,49.34,49.39,47.03,47.89,46.34,39.5,48.77,49.29,48.88,46.44,52.98,48.87,41.17,47.92,48.15,49.94,45.03,53.01,48.87,42.2,53.69,50.96,51.51,47.65,45.58,36.03,35.77,47.57,44.38,47.65,46.07,50.38,46.31,37.88,47.24,49.49,48.76,45.72,50.52,46.43,38.61,48.54,51.05,49.7,45.69,50.76,48.62,41.4,51.57,48.63,50.76,46,47.19,43.4,40.32,50.25,48.97,50.66,48.73,50.61,46.72,45.31,49.73,53.42,59.13,61.27,63.86,56.2,62.01,70.08,71.72,62.87,60.81,77.14,85.87,62.96,65.84,66.61,61.25,62.79,69.23,87.96,67.39,61.91,64.78,60.62,66.91,84.93,87.07,63.34,53.22,62.66,63.2,66.05,77.45,84.71,60.51,61.6,60.41,62.6,67.53,78.92
"710","city","Pittsburgh","walking","","Pennsylvania","United States",100,108.28,105.65,102.08,141.93,135.93,92.75,84.06,85.9,89.96,101.13,130.63,149.03,78.36,79.76,85.66,93.85,95.26,144.79,164.1,83.22,93.79,92.28,93.5,104.11,112.85,144.42,82.64,87.39,96.35,93.49,108.52,168.71,198.25,110.61,101.15,103.18,100.56,99.28,146.99,193.23,101.6,117.21,106.65,108.03,106.93,144.84,160.88,92.6,90.9,104.37,106.93,109.5,129.5,170.32,110.34,104.77,92.08,93.48,99.75,112.51,144.17,65.83,65.68,56.68,53.32,53.13,54.7,43.92,44.85,37.07,39.47,44.17,52.59,52.81,41.01,49.12,41.44,42.02,44.61,49.41,55.48,52.7,43.79,50.87,41.7,50.54,44.19,47.76,49.4,34.4,38.05,44.31,47.51,44.09,49.1,51.68,51.84,54.01,47.1,50.86,47.92,56.29,63.53,38.42,56.7,50.48,57.32,54.06,64.61,70.76,56.98,61.41,57.52,53.76,66.19,64.91,61.87,54.38,NA,NA,85.31,72.77,93.46,99.63,74.13,88.64,87.48,87.66,100.45,95.21,104.63,83.67,73.37,96.99,98.53,100.08,107.46,123.27,84.77,103.52,107.48,102.82,102.86,124.66,124.19,92.11,106.38,109.35,110.29,119.61,140.61,140.16,98.26,111.84,118.04,118.1,120.02,140.29,151.84,88.51,116.89,112.16,127.66,134.25,156.06,140.51,105.47,125.91,125.88,127.79,127.92,122.71,91.3,87.44,116.8,111.82,117.53,117.87,137.1,127.31,95.28,117.49,122.39,121.77,121.38,141.8,130.54,96.07,116.14,119.13,122.21,117.92,141.51,137.75,100.55,117.46,124.45,131.33,124.99,141.77,141.99,109.05,130.48,124.44,135.07,135.14,156.35,154.95,117.85,132.76,137.51,147.07,152.31,171.8,177.53,145.86,160.17,164.24,163.78,163.51,190.89,191.62,136.56,149.78,142.02,148.05,146.71,159.46,190.54,135.98,135.44,148.11,136.69,142.79,190.44,199.61,140.7,103.66,140.66,136.34,141.16,171.12,189.66,106.96,123.47,128.88,138.26,138.73,170.49
"735","city","Reading","driving","","Pennsylvania","United States",100,97.44,100.7,104.46,120.81,67.96,83.88,97.29,97.13,105.02,102.51,119.56,114.77,81.14,94.4,95.07,98.63,101.39,118.61,117.32,75.93,96.96,99.22,100.84,100.67,116.03,122.92,90.79,98.84,99.63,106.55,109.48,130.55,124.52,92.22,105.29,110.23,106.02,111.66,130.97,127.42,94.58,98.68,105.19,109.51,113.44,130.52,127.83,98.12,105.33,106.56,110.95,116.56,129.81,132.67,97.17,114.36,110.3,110.4,102.74,115.78,100.79,77.8,87.08,76.89,76.11,70.47,74.58,60.09,46.79,49.11,54.87,52.55,58.8,63.91,44.58,39.42,52.86,50.9,54.98,56.96,62.01,55.54,48.79,58.43,59.68,59.91,58.16,64.71,61.03,41.16,53.35,63.41,67.85,67.67,75.05,69.1,61.66,68.84,65.07,72.16,73.47,77.31,79.91,56.13,70.92,79.86,81.93,78.11,93.98,94.83,78.19,84.25,89.66,84.28,94.64,93.89,96.47,80.62,NA,NA,104.35,104.17,121.56,117.17,89.41,102.9,110.06,119.72,117.11,122.05,117.37,100.17,96.13,118.75,122.11,117.2,131.15,131.44,105.86,118.37,121.65,143.92,135.78,147.06,146.2,116.76,130.99,138.71,136.16,135.68,159.28,150.68,122.62,134.66,141.7,142.73,143.72,160.56,151.44,119.18,139.49,144.39,149.71,150.78,169.62,158.56,132.29,148.66,151.99,153.91,162.59,163.41,139.61,130.15,141.9,150.76,151.82,159.08,165.39,169.26,135.17,149.24,155.24,159.45,155.47,174.57,172.97,139.07,147.3,153.84,151.04,156.31,175.61,171.35,140.72,156.18,158.22,164.13,165.12,171.54,176.59,148.01,153.08,151.41,167.69,160.58,174.98,177.22,141.67,158.05,155.78,159.24,159.38,182.62,173.99,133.37,150.93,157.67,159.3,165.29,183.41,179.46,138.14,151.1,149.79,151.43,153.92,171.89,164.59,140.26,138.76,147.4,148.24,155.41,184.24,172.4,139.48,124.08,142.7,148.3,147.24,174.28,177.02,129.73,141.02,141.77,153.15,151.87,179.7
"736","city","Reading","walking","","Pennsylvania","United States",100,86.91,97.89,101.8,118.66,81.65,83.3,90.36,99.54,118.76,93.2,109.48,101.19,70.36,95.05,90.88,86.29,92.42,114.9,114.02,73.04,97.16,94.64,99.59,91.65,112.06,121.08,80.05,90.15,94.12,104.48,94.95,133.61,125.52,78.87,117.06,91.03,102.11,124.12,115.31,131.8,90.41,96.75,92.37,96.55,103.71,121.13,134.38,92.78,114.79,102.63,115.36,112.01,116.03,143.45,92.42,122.32,107.47,114.28,106.39,121.03,116.86,78.61,93.2,85.36,79.38,91.7,93.51,78.51,61.65,60.52,61.6,55.15,73.81,73.71,56.24,51.24,63.87,57.42,64.9,74.38,66.08,67.53,69.85,72.06,72.32,72.01,69.02,65.31,64.9,61.03,59.54,73.09,75.72,80.21,69.54,73.04,74.12,77.53,66.13,77.42,68.66,79.07,77.78,63.2,82.32,84.9,83.71,84.02,102.01,109.33,88.09,87.47,102.16,91.08,99.43,95.15,100.15,90.31,NA,NA,110.1,124.59,141.75,142.73,99.95,112.73,127.01,127.32,136.29,136.55,138.2,120.26,109.74,133.04,144.18,132.37,135,151.86,120.57,135.41,151.34,145.67,152.47,150.62,167.84,120.62,149.07,149.43,158.97,143.87,173.56,166.55,137.99,140.82,153.25,153.66,149.95,171.8,168.45,134.07,154.59,153.61,157.89,161.08,179.85,170.98,132.11,159.74,170.93,165.67,168.09,168.3,160.57,138.51,147.63,167.11,174.33,172.16,177.01,190.82,145.52,182.42,169.38,178.56,165.72,195.88,183.3,150.31,161.44,164.38,181.24,172.22,194.07,196.49,139.95,169.9,174.02,173.76,168.09,178.25,189.59,154.85,169.64,141.86,174.28,157.32,176.8,192.32,162.89,174.64,187.16,173.71,183.2,216.65,188.4,162.78,168.3,175.41,181.75,174.69,205.46,208.97,143.56,163.81,171.03,166.91,170.67,187.06,190.41,176.49,182.01,178.51,178.76,195.26,205.93,195.1,153.04,142.53,166.34,183.51,159.23,185.82,199.43,134.69,173.51,148.66,176.24,172.99,194.74
"2069","county","Adams County","driving","","Pennsylvania","United States",100,100.25,103.57,105.9,125.29,94.79,119.02,120.38,99.54,105.75,102.26,123.6,139.94,115.65,121.61,121.46,119.51,119.74,122.94,144.68,98.9,98.49,93.64,100.67,102.54,119.16,147,112.68,96.49,99.47,104.04,111.35,146.37,172.42,138.74,134.52,101.13,107.97,115.6,140.16,173.62,127.89,104.06,106.94,101.22,110.74,131.17,147.36,123.85,103.15,104.42,115.29,125.96,148.83,169.48,134.89,113.32,105.51,109.62,107.59,120.72,124.79,97,89.43,83.15,86.02,79.3,77.53,67.87,52.47,53.15,59.06,52.28,65.92,67.75,53.4,44.05,60.82,53.26,50.63,55.46,59.13,54.06,48.2,62.7,60,62.25,63.31,65.9,65.08,43.26,56.4,63.96,68.88,67.69,71.17,69.53,63.53,66.06,67.39,69.82,65.44,73.12,86,53.36,72.51,75.59,82.75,72.35,90.99,108.66,79.66,90.69,87.66,84.37,99.36,97.05,104.52,87.92,NA,NA,110.53,115.77,129.64,135.72,105.81,110.07,114.37,118.2,121.79,136.33,152.51,136.21,129.59,127.76,131.66,121.79,144.85,161.48,131.17,128.78,124.49,128.8,130.68,149.08,172.72,140.65,137.15,134.09,137.04,146.36,178.73,211.77,157.63,147.02,152.21,153.33,153.53,182.18,196.31,150.18,150.89,149.04,159.48,176.8,203.77,229.66,188.87,168.21,174.01,170.71,203.68,233.71,217.04,172.39,168.49,156.54,158.93,178.54,212.63,232.23,184.4,170.98,171.64,171.97,179.99,207.58,234.78,173.24,167.85,158.62,161.87,168.52,203.63,232.51,179.26,162.89,159.51,174.58,181.07,193.09,218.87,167.63,160.53,148.19,172.01,179.17,202.73,236.56,184.13,178.26,180.81,184.3,183.95,219.61,240.24,185.53,171.74,177.48,178.57,186.28,221.37,237.14,180.78,154.35,158.85,159.88,176.4,199.75,202.14,182.75,137.82,140.73,147.93,155.57,201.96,254.24,212.33,173.13,153.16,149.79,152.75,192.67,234.3,173.59,145.42,140.63,151.66,162.13,205.79
"2098","county","Allegheny County","driving","","Pennsylvania","United States",100,102.8,102.14,104.53,124.78,104.34,86.6,95.39,97.71,98.67,102.21,117.52,116.25,80.41,90.27,95.56,98.75,100.82,125.6,116.25,78.78,93.61,98.01,98.32,102.61,103.03,114.99,85.92,96.63,101.83,103.93,110.41,136.16,131.65,96.47,101.88,103.53,103.4,104.34,127.59,132.1,91.52,103.55,105.71,113.38,106.68,127.9,126.73,92.27,98.77,105.08,106.56,111.61,125.77,129.55,98.89,103.1,103.23,103.8,99.72,108.12,93.49,67.08,72.1,64.03,60.55,59.08,60.01,49.01,41.86,42.11,41.89,44.02,49.27,52,44.38,42.24,44.97,46.66,47.86,50.26,57.68,51.68,42.09,50.02,47.75,53.91,50.95,57.42,54.97,33.28,46.14,51.04,55.62,55.53,59.73,59,49.16,57.13,54.49,58.26,58.85,66.69,65.29,45.45,62.8,61.74,65.34,65.95,77.11,76.07,58.58,70.12,71.15,69.06,77.08,79.88,77.85,60.81,NA,NA,87.09,84.07,102.7,100.59,76.8,93.75,96.25,99.62,104.46,109.96,104.06,83.77,76.5,104.38,108.56,109.04,117.59,116.08,86.1,104.41,110.03,106.71,110.71,129.34,121.2,98.89,116.58,120.88,121.43,129.23,144.83,135.32,105.28,121.32,126.84,128.01,130.21,145.47,138.84,98.53,121.77,126.78,134.46,138.38,154.89,142.86,114.64,128.2,134.18,137.98,141.53,131.57,95.16,97.63,123.75,125.26,129.32,133.4,144.66,131.7,104.86,125.03,129.49,132.19,132.27,148.98,140.58,112.89,129.13,129.24,133.54,133.88,154.15,144.59,114.2,129.39,134.56,138.76,140.9,151.31,142.91,114.02,136.2,136.51,140.96,142.09,158.46,149.84,119.32,134.67,139.06,142.81,144.3,160.11,152.78,125.42,137.02,139.23,142.42,145.05,161.14,153.44,118.97,130.31,128.92,133.22,134.82,146.44,148.93,118.81,123.14,129.18,129.48,135.73,160.93,148.08,116.81,99.7,126.29,130.6,133.71,153.2,155.85,106.05,121.29,124.37,127.66,135.33,156.06
"2099","county","Allegheny County","transit","","Pennsylvania","United States",100,98.39,93.42,96.32,121.53,97.15,81.66,95.21,96.36,89.54,96.55,113.15,100.65,76.66,88.07,89.14,87.08,91.12,112.17,102.36,73.76,87.2,88.72,91.02,94.38,108.02,98.97,75.3,90.76,91.06,89.7,100.93,122.09,109.46,80.53,88.82,92.17,93,92.71,115.96,106.21,77.37,90.83,91.15,87.97,88.63,115.89,96.67,76.36,85.95,84.68,93.85,105.72,97.7,88.78,67.41,83.7,75.63,75.4,67.87,69.87,58.79,43.67,46.31,38.22,32.3,32.66,29.93,25.26,24.36,23.62,24.23,24.04,27.37,27.79,23.49,22.56,26.25,25.97,25.79,26.43,26.3,24.47,20.06,25.74,23.83,27.32,26.24,24.96,22.78,21.53,23.38,25.97,25.51,26.54,24.26,25.45,24.64,27.73,24.99,27.99,25.28,27.91,26.48,23.22,28.58,26.07,28.64,28.16,31.02,28.11,27.35,29.93,28.81,29.5,32.19,28.6,28.84,25.65,27.91,23.91,32.48,33.45,34.66,36.79,31.08,39.29,37,39,36.66,40.78,37.48,33.6,33.47,42.39,41.18,44.07,39.04,40.36,33.55,41.44,41.64,42.64,43.21,46.13,44.01,39.4,45.87,47.98,47.98,45.52,46.36,44.98,38.21,47.91,48.17,47.78,45.15,51.75,47.15,39.53,46.62,46.6,48.71,43.86,51.92,47.12,40.58,52.21,49.73,49.25,46.83,42.51,35.01,34.26,46.2,43.07,46.46,44.62,48.57,44.82,36.07,45.75,48.38,47.77,44.56,48.35,44.49,37.09,47.59,50.04,48.44,44.65,49.14,46.27,39.99,50.57,47.42,49.27,44.59,45.35,42.19,39.03,49.63,48.35,49.36,47.38,49.53,45.18,44.07,48.37,52.77,57.72,59.62,62.29,55.04,61.6,69.36,70.79,62.03,59.92,76.17,84.85,62.19,64.88,65.58,60.22,61.85,67.16,87.53,66.95,60.78,64.23,59.66,66.22,84.09,86.94,62.32,52.61,61.82,61.91,65.71,76.4,84.28,60.45,60.48,59.65,62.06,66.09,77.83
"2100","county","Allegheny County","walking","","Pennsylvania","United States",100,108.53,105.56,102.34,142.57,136.81,93.28,83.8,85.44,89.89,101.63,131.36,150.17,77.91,79.61,85.69,93.39,95.71,146.04,165.88,82.35,93.71,92.1,93.14,103.7,112.92,145.93,82.01,87.83,95.87,94.03,108.65,169.72,200.95,111.75,101.47,103.3,99.72,98.9,147.72,195.8,101.71,118.39,106.98,107.28,107.49,145.76,161.41,91.9,90.25,103.49,106.56,108.98,129.63,172.27,109.97,104.17,91.36,93.45,99.09,111.58,145.92,64.91,64.82,55.34,51.95,51.64,53.24,41.96,43.3,35.41,37.69,42.22,50.74,50.19,39.31,46.47,40.36,40.54,42.67,47.44,52.98,50.66,41.7,48.8,40.63,48.99,42.35,45.52,46.98,32.73,36.77,41.72,45.3,41.93,46.47,48.16,49.72,51.68,45.2,49.24,45.82,54.21,61.88,36.86,54.39,48.67,55.6,51.84,62.25,66.96,53.5,59.13,54.56,51.8,63.5,62.26,59.52,52.34,50.34,46.38,81.31,70.16,90.09,95.08,71.07,84.1,83,83.75,96.21,91.33,100.93,80.75,70.47,92.48,94.62,96.83,104.12,120.13,81.55,99.28,103.65,98.53,99.68,121.47,120.55,88.55,103.45,105.82,106.75,116.1,137.88,138.32,94.82,109.81,114.72,115.54,116.66,137.54,147.74,85.75,114.12,109.49,125.27,129.56,153.42,136.82,102.42,122.1,121.94,124.01,124.32,118.07,87.57,83.51,113.81,107.97,114.38,112.58,132.72,123.07,91.31,113.36,118.71,118.63,117.91,137.07,126.13,92.62,113.57,115.87,120.46,115.18,138.98,134.84,97.9,114.65,120.57,128.74,122.66,138.91,137.88,107.27,128.11,121.83,132.97,131.63,154.94,152.93,115.76,130.42,135.58,145.05,149.88,170.58,175.33,145.72,160.02,162.42,161.63,163.03,189.91,191.29,136.32,148.21,139.83,146.74,146.02,157.86,190.38,134.72,133.36,146.62,134.86,141.36,189.48,199.18,139.86,102.51,138.77,133.41,138.31,170.17,187.98,105.31,121.81,126.18,136.25,137.82,168.97
"2139","county","Armstrong County","driving","","Pennsylvania","United States",100,115.44,108.83,105.18,121.01,96.2,87.91,103.08,106.11,106.29,103.53,123.08,124.63,91.83,92.22,109.7,108.05,111.85,122.36,131.37,94.7,107.09,103.29,102.45,106.55,101.92,123.29,90.09,109.4,102.75,109.13,106.94,130.2,133.49,102.72,108.2,109.25,112.63,112.48,129.72,147.08,106.44,105.69,112.48,109.91,104.34,136.04,142.95,104.58,105.54,116.94,112.54,116.94,137.08,139.9,107.03,117.33,121.52,119.1,104.58,111.25,105.48,82.4,88.93,79.77,85.21,80.07,81.14,70.97,59.8,60.01,60.97,66.24,73.57,80.6,61.75,62.5,59.47,67.67,74.44,71.33,77.04,73.87,64.65,67.58,68.21,75.34,78.39,80.72,79.41,47.74,75.91,76.38,80.13,81.71,87.46,85.21,82.55,85.33,79.83,83.24,88.39,99.52,104.7,68.48,94.79,90.03,97.96,100.18,119.87,117.48,108.92,102.96,99.73,105.93,116.79,115.77,114.28,97.84,NA,NA,128.7,121.04,156.93,163.12,122.06,139.42,148.04,152.98,157.53,180.99,181.41,147.77,140.26,162.95,171.18,162.41,166.78,184.91,147.65,146.36,156.18,153.88,159.71,194.16,211.4,169.56,166.3,173.39,171.48,173.6,197.49,206.88,174.17,165.07,178.36,166.78,181.86,208.89,204.85,161.6,172.31,173.21,179.89,187.64,210.66,198.2,178.24,182.73,186.35,179.59,193.77,208.29,175.76,179.77,186.41,181.11,191.38,198.65,219.55,227.66,202.16,187.82,187.46,192.97,181.98,227.12,236.88,166.57,185.18,172.97,170.07,180.04,216.22,229.66,193.48,179.08,189.91,202.45,197.01,209.01,211.37,163.33,166.48,168.45,184.71,188.06,216.46,223.97,180.43,187.91,185.45,195,203.47,220.05,213.98,184.71,169.47,178.45,178.66,187.37,218.29,231.31,170.34,166.36,165.97,170.13,172.88,191.29,202.36,161.42,156.3,173,157.02,167.26,217.99,217.99,181.89,152.59,171.33,166.96,167.43,200.12,210.21,148.22,163.01,156.54,166.9,175.7,189.08
"2198","county","Beaver County","driving","","Pennsylvania","United States",100,99,101.6,102.14,116.03,93.77,77.21,98.5,96.8,99.7,101.38,114.36,108.9,76.25,92.72,95.62,95.1,100.38,118.17,110.11,75.29,94.45,98.87,100.38,100.89,107.85,105.91,86.18,99.24,104.75,103.54,104.44,119.77,116.18,84.84,101.4,104.42,102.65,105.04,118.49,117.03,87.2,100.91,101.97,104.37,100.04,123.59,117.57,90.63,100.99,109.19,106.28,110.7,125.24,120.36,94.42,105.15,105.08,104,98.73,106.51,96.46,72.92,82.54,73.07,74.17,74.79,73.73,58.15,50.76,53.75,55.1,54.5,63.05,63.54,53.41,45.14,52.5,57.22,59.17,60.33,70.19,58.07,46.51,61,61.73,75.44,67.2,69.29,67.83,38.11,58.17,63.31,72.29,68.75,74.72,72.95,61.25,72.51,69.91,74.01,75.64,80.96,78.6,56.3,76.97,76.67,81.2,80.58,90.99,90.92,72.63,86.26,85.93,84.33,94.04,95.35,94.74,72.06,NA,NA,106.22,106.1,119.04,115.43,90.64,113.71,113.49,119.59,123.06,130.74,124.03,98.49,92.98,125.74,130.41,128.71,136.82,132.98,108.44,122.47,129.57,124.49,130.58,149.14,141.43,116.06,137.38,140.84,144.77,155.35,163.92,159.29,120.25,143.04,143,145.92,153.92,167.29,163.21,114.53,142.05,152.67,152.1,155.89,174.75,163.02,132.14,148.47,154.65,158.19,165.23,165.35,126.49,124.32,146.42,147.16,153.7,156.85,173.87,168.06,131.37,146.78,151.47,154.56,152.46,173.21,173.85,135.05,153.16,150.81,150.75,153.27,178.82,176.36,139.2,151.55,153.67,163.64,161.21,181.13,163.88,133.85,152.58,150.09,163.44,163.65,184.17,189.3,150.29,157.81,159.43,162.88,166.38,180.42,163.27,138.07,152.8,156.54,162.06,159.66,180.93,178.07,133.53,145.24,144.86,153.59,152.57,162.12,160.51,129.84,138.77,140.58,146.38,153.27,179.94,160.77,130.58,110.76,148.55,156.63,155.81,173.94,179.6,123.14,141.04,144.84,146.77,155.41,179.11
