"","geo_type","region","transportation_type","alternative_name","sub.region","country","X2020.01.13","X2020.01.14","X2020.01.15","X2020.01.16","X2020.01.17","X2020.01.18","X2020.01.19","X2020.01.20","X2020.01.21","X2020.01.22","X2020.01.23","X2020.01.24","X2020.01.25","X2020.01.26","X2020.01.27","X2020.01.28","X2020.01.29","X2020.01.30","X2020.01.31","X2020.02.01","X2020.02.02","X2020.02.03","X2020.02.04","X2020.02.05","X2020.02.06","X2020.02.07","X2020.02.08","X2020.02.09","X2020.02.10","X2020.02.11","X2020.02.12","X2020.02.13","X2020.02.14","X2020.02.15","X2020.02.16","X2020.02.17","X2020.02.18","X2020.02.19","X2020.02.20","X2020.02.21","X2020.02.22","X2020.02.23","X2020.02.24","X2020.02.25","X2020.02.26","X2020.02.27","X2020.02.28","X2020.02.29","X2020.03.01","X2020.03.02","X2020.03.03","X2020.03.04","X2020.03.05","X2020.03.06","X2020.03.07","X2020.03.08","X2020.03.09","X2020.03.10","X2020.03.11","X2020.03.12","X2020.03.13","X2020.03.14","X2020.03.15","X2020.03.16","X2020.03.17","X2020.03.18","X2020.03.19","X2020.03.20","X2020.03.21","X2020.03.22","X2020.03.23","X2020.03.24","X2020.03.25","X2020.03.26","X2020.03.27","X2020.03.28","X2020.03.29","X2020.03.30","X2020.03.31","X2020.04.01","X2020.04.02","X2020.04.03","X2020.04.04","X2020.04.05","X2020.04.06","X2020.04.07","X2020.04.08","X2020.04.09","X2020.04.10","X2020.04.11","X2020.04.12","X2020.04.13","X2020.04.14","X2020.04.15","X2020.04.16","X2020.04.17","X2020.04.18","X2020.04.19","X2020.04.20","X2020.04.21","X2020.04.22","X2020.04.23","X2020.04.24","X2020.04.25","X2020.04.26","X2020.04.27","X2020.04.28","X2020.04.29","X2020.04.30","X2020.05.01","X2020.05.02","X2020.05.03","X2020.05.04","X2020.05.05","X2020.05.06","X2020.05.07","X2020.05.08","X2020.05.09","X2020.05.10","X2020.05.11","X2020.05.12","X2020.05.13","X2020.05.14","X2020.05.15","X2020.05.16","X2020.05.17","X2020.05.18","X2020.05.19","X2020.05.20","X2020.05.21","X2020.05.22","X2020.05.23","X2020.05.24","X2020.05.25","X2020.05.26","X2020.05.27","X2020.05.28","X2020.05.29","X2020.05.30","X2020.05.31","X2020.06.01","X2020.06.02","X2020.06.03","X2020.06.04","X2020.06.05","X2020.06.06","X2020.06.07","X2020.06.08","X2020.06.09","X2020.06.10","X2020.06.11","X2020.06.12","X2020.06.13","X2020.06.14","X2020.06.15","X2020.06.16","X2020.06.17","X2020.06.18","X2020.06.19","X2020.06.20","X2020.06.21","X2020.06.22","X2020.06.23","X2020.06.24","X2020.06.25","X2020.06.26","X2020.06.27","X2020.06.28","X2020.06.29","X2020.06.30","X2020.07.01","X2020.07.02","X2020.07.03","X2020.07.04","X2020.07.05","X2020.07.06","X2020.07.07","X2020.07.08","X2020.07.09","X2020.07.10","X2020.07.11","X2020.07.12","X2020.07.13","X2020.07.14","X2020.07.15","X2020.07.16","X2020.07.17","X2020.07.18","X2020.07.19","X2020.07.20","X2020.07.21","X2020.07.22","X2020.07.23","X2020.07.24","X2020.07.25","X2020.07.26","X2020.07.27","X2020.07.28","X2020.07.29","X2020.07.30","X2020.07.31","X2020.08.01","X2020.08.02","X2020.08.03","X2020.08.04","X2020.08.05","X2020.08.06","X2020.08.07","X2020.08.08","X2020.08.09","X2020.08.10","X2020.08.11","X2020.08.12","X2020.08.13","X2020.08.14","X2020.08.15","X2020.08.16","X2020.08.17","X2020.08.18","X2020.08.19","X2020.08.20","X2020.08.21","X2020.08.22","X2020.08.23","X2020.08.24","X2020.08.25","X2020.08.26","X2020.08.27","X2020.08.28","X2020.08.29","X2020.08.30","X2020.08.31","X2020.09.01","X2020.09.02","X2020.09.03","X2020.09.04","X2020.09.05","X2020.09.06","X2020.09.07","X2020.09.08","X2020.09.09","X2020.09.10","X2020.09.11","X2020.09.12","X2020.09.13","X2020.09.14","X2020.09.15","X2020.09.16","X2020.09.17","X2020.09.18"
"2496","county","Clark County","driving","","Illinois","United States",100,104.94,105.07,113.03,123.11,105.07,102.3,112.84,99.54,96.84,94.6,111.26,110.6,109.61,96.91,102.17,93.94,109.15,122.98,126.93,104.87,92.82,97.96,93.42,106.25,107.7,109.74,102.5,100.79,104.48,89.53,114.81,143.98,117.77,112.84,132.06,105.07,116.33,119.29,148.32,133.84,169.52,102.57,107.5,98.62,113.63,149.05,135.62,123.57,104.54,128.31,115.73,124.56,165.64,144.5,136.47,116.46,115.27,124.09,115.54,137.85,136.08,114.35,104.02,113.82,151.94,98.82,109.68,100.92,74.33,87.56,73.54,87.36,78.21,78.34,71.69,69.65,73.14,65.9,69.12,75.64,88.94,73.73,57.87,73.01,78.41,78.34,82.42,84.53,71.36,49.24,67.28,83.74,86.9,86.64,93.48,91.71,75.58,93.42,106.98,90.26,75.12,91.71,86.11,75.97,87.49,91.9,86.97,105.99,115.47,120.54,94.14,109.35,92.69,100.07,109.28,125.28,122.65,114.42,NA,NA,125.81,113.89,133.57,139.63,111.19,113.69,131.67,126.53,161.95,200.53,177.22,155.56,148.26,144.77,131.93,150.3,179.99,192.5,165.83,144.77,150.43,158.39,147.33,185.98,217.45,160.7,144.77,142.53,161.16,175.51,208.56,206.65,176.3,155.56,167.22,183.15,180.32,205.4,224.16,155.69,173.6,150.1,170.51,185.45,222.98,207.44,193.61,178.47,175.58,200.07,232.13,229.36,167.94,216.26,190.06,173.34,176.96,202.57,224.82,228.44,215.73,177.35,162.21,176.43,196.12,224.36,216.66,205.99,160.96,167.68,170.38,183.48,229.1,216.92,194.67,166.62,161.88,151.28,193.94,217.25,212.71,192.76,153.13,166.89,169.98,194.08,217.97,226.66,189.4,159.78,158.72,182.62,187.69,219.42,238.78,210.66,161.09,177.75,163.99,171.82,194.73,184.92,169.06,120.54,134.04,149.05,166.69,184,190.06,159.45,142.79,141.61,151.55,178.8,253.26,222.38,189.99,191.97,140.88,139.96,143.71,182.16,177.75,163.07,134.89,149.11,146.28,162.21,196.91
"2536","county","Clinton County","driving","","Illinois","United States",100,107.62,105.12,100.69,91.31,117.41,95.53,104.43,91.55,89.96,91.03,105.23,115.33,87.64,88.13,90.17,94.95,93.63,115.68,112.88,80.37,93.22,86.26,88.06,98.79,120.91,117.06,99.86,92.7,98.55,106.51,103.81,135.69,124.13,95.26,111.21,110.66,107.68,120.66,127.1,127.52,96.12,94.88,103.95,94.84,112.53,127.66,135.13,103.46,111.01,103.57,122.08,112.84,128.63,149.43,105.12,99.69,111.98,104.02,99,121.7,104.29,72.72,82.1,79.34,73.21,74.94,91.93,63.72,45.93,65.97,63.83,70.37,71.3,70.51,61.3,55.56,67.84,70.89,74.11,77.5,83.97,60.54,53.41,72.45,87.33,89.03,84.25,96.99,71.48,43.51,78.92,78.4,76.77,76.01,85.64,83.35,63,88.06,85.91,90.48,79.65,96.99,70.96,71.79,87.78,96.02,90,96.61,114.16,121.88,81.1,90.97,96.5,104.4,108.93,121.77,111.46,76.36,NA,NA,107.96,119,137.52,116.75,90.45,120.35,128.63,126.69,141.47,152.58,132.92,129.25,123.02,129.01,120.63,134.61,160.75,150.57,132.33,143.61,139.67,140.26,149.01,178.71,181.07,138.7,140.91,131.22,144.27,164.87,179.89,188.99,162.31,157.98,166.98,157.98,172.65,214.61,194.84,142.64,153.72,151.06,164.49,186.99,202.53,198.41,154.66,163.07,137.07,152.41,184.42,204.36,173.07,158.36,158.43,198.51,159.02,165.49,205.88,209.28,176.64,160.92,162.13,152.47,171.13,190.83,200.87,159.54,143.37,153.51,157.32,166.81,195.33,206.54,161.27,142.92,152.37,147.7,159.29,170.72,178.92,146.87,152.13,159.43,162.37,171.34,190.83,209.24,137.21,147.11,158.32,161.96,157.08,193.73,204.71,159.12,148.29,143.41,154.34,164.07,197.02,203.63,150.05,140.22,132.33,140.5,136.1,158.91,172.31,137.73,132.95,128.14,143.23,149.71,181.59,199.07,169.68,157.74,134.13,142.85,156.87,184.56,171.37,127.17,131.84,126.41,147.08,151.44,182.45
"2556","county","Coles County","driving","","Illinois","United States",100,101.14,105.57,106.37,113.38,104.76,86.8,99.46,97.37,103.96,95.49,118.7,114.64,79.74,92.97,98.46,100.67,109.12,119.45,112.61,89.94,91.4,98.09,88.88,103.54,124.03,112.24,86.1,99.78,103.29,98.34,108.84,136.93,112.34,96.38,112.66,107.06,107.6,114.52,146.4,130,97.15,109.49,99.88,101.09,117.07,142.78,132.62,110.01,106.89,117.12,111.79,119.22,175.4,178.18,122.32,107.16,106.39,112.53,112.86,145.7,98.17,75.13,82.59,83.65,76.22,75.63,88.95,73.12,46.07,61.26,64.7,71.04,63.02,74.09,62.62,53.85,64.68,64.55,69.43,69.31,76.05,60.22,51.1,70.92,74.98,70.62,67.95,78.33,69.11,41.42,68.86,81.4,79.29,78.03,87.47,77.24,66.29,82.12,84.15,84.77,73.47,90.29,74.66,63.64,76.29,80.65,82.07,91.18,112.06,102.03,74.16,88.65,93.63,98.14,110.68,128.44,110.58,78.75,NA,NA,108.67,105.85,131.58,114.99,87.02,116.52,106.94,118.63,140.15,157.67,126.23,105.25,103.79,114.99,120.88,136.09,143.92,136.17,100.15,121.67,123.46,130.25,132.97,154.84,147.21,110.78,137.38,123.48,143.25,182.71,162.65,146.52,124.32,143.18,142.06,136.19,147.29,168.91,148.45,106.56,132.85,138.32,138.32,146.35,184.52,151.35,125.09,141.29,137.7,146.47,172.41,169.85,111.67,132.08,142.38,151.8,138.37,150.21,170.72,169.04,130.02,141.66,147.81,136.96,142.58,179.71,159.8,123.09,139.46,136.29,140.7,150.76,179.14,169.33,122.71,124.82,147.21,151.2,141.37,174.71,144.86,125.24,148.9,139.04,148.87,152.76,180.95,174.11,124.35,137.13,145.43,146.79,160.09,189.18,178.72,141.71,163.17,159.2,178.05,196.78,225.91,202.95,159.38,178.13,177.29,157.54,167.35,191.63,172.65,129.7,141.81,153.53,160.76,179.71,219.2,190.14,143.42,143.05,144.34,144.19,159.87,193.01,171.07,128.64,137.65,145.21,155.34,163.64,194.08
"2587","county","Cook County","driving","","Illinois","United States",100,102.63,103.3,108.32,132.37,113.95,88.09,98.63,100.75,99.74,104.16,122.26,118.67,85.35,93.47,96.35,97.94,103.75,124.58,122.9,88.02,94.83,96.35,102.6,103.69,117.44,125.31,90.12,98.48,105.8,108.17,115.91,152.95,146.76,116.59,111.23,104.05,105.34,111.37,133.64,139.73,102.32,99.43,100.25,103.24,114.64,140.44,145.36,108.44,105.59,108.61,110.6,116.5,137.92,146.84,110.07,105.91,109.22,106.88,105.25,120.18,107.55,76.03,79.27,73.22,63.99,62.51,69.05,51.86,34.81,45.25,48.44,51.69,48.75,54.92,48.77,39.35,48.9,49.56,51.34,52.56,60.19,51.69,42.33,49.72,54.3,51.81,53,60.88,56.94,39.45,51.52,52.85,58.46,59.61,62.71,66.38,52.8,63.28,60.03,59.74,62.54,70.17,64.38,56.77,60.88,63.25,61.79,67.49,81.02,86.32,63.97,66.32,67.1,72.45,76.01,84.39,88.79,63.53,NA,NA,78.97,73.68,95.5,91.25,64.8,82.16,83.6,88.78,90.51,105.2,92.81,85.36,76.97,90.18,91.73,93.13,113.49,115.81,90.28,92.41,97.14,95.96,106.26,120.74,128.4,94.97,108.98,103.5,108.49,119.14,134.23,128.28,101.03,111.79,117.79,119.57,127.4,151.12,130.33,101.87,109.02,122.63,125.07,133.49,135.61,146.83,116.5,120.28,132.11,139.11,149.35,151.11,121.66,109.78,126.82,129.43,133.1,135.96,155.78,150.13,119.25,129.31,133.27,130.26,141.47,164,154.64,113.7,128.51,127.72,137.18,142.3,163.6,159.8,122.24,126.4,132.93,135.49,140.94,157.26,152.79,117.87,127.99,133.12,133.86,139.52,160.65,156.14,123.23,124.05,138.86,140.7,143.18,163.02,152.56,121.95,124.58,128.47,131.78,135.67,157.09,152.87,115.91,120.94,122.34,125.55,130.04,148.01,148.22,113.68,117.22,118.6,126.69,133.81,160.32,150.15,112.91,104.87,109.82,115.58,123.64,144.35,142.5,116.73,114.62,123.22,132.89,131.23,152.83
"2589","county","Cook County","transit","","Illinois","United States",100,100.89,100.5,103.69,120.17,99.46,75.84,93.6,96.8,98.53,100.64,111.99,102.91,75.44,96.24,95.52,95.73,102.05,115.91,101.23,80.42,96.08,94.72,99.54,101.77,110.57,109.01,80.22,98.73,101.21,103.64,110.69,126.95,116.08,97.44,101.7,104.22,104.3,106.96,127.43,119.21,92.12,95.1,96.8,99.12,107.62,125.45,119,89.42,99.85,101.72,102.84,107.39,121.01,119.58,92.78,98.91,102.11,97,89.96,92.24,70.9,51.12,47.98,40.15,32.78,30.18,28.96,22.7,18.7,22.54,22.67,23.5,21.41,23.19,21.02,19.88,22.12,21.65,20.94,21.76,22.05,19.5,18.75,20.68,22.24,21.11,20.81,22.01,20.07,17.36,21.83,21.49,20.68,21.47,21.07,21.43,20.62,23.94,22.38,22.47,22.32,21.93,20.25,20.6,22.5,22.52,22.04,22.92,24.3,25.36,23.63,24.17,23.96,26.02,25.96,25.03,24.89,20.42,23,19.75,25.98,23.86,26.97,25.06,21.69,28.23,26.69,28.27,28.05,29.67,26.26,26.22,27.5,30.48,30.74,30.04,32.78,36.94,23.75,25.19,27.6,29.69,34.51,36.48,40.5,32.12,40.16,37.69,38.51,40.41,42.25,39.33,35.67,42.7,43.71,44.52,44.57,48.68,40.03,33.82,39.83,43.23,43.11,44.15,40.52,43.75,39.54,42.79,45.02,46.71,49.09,47.57,41.22,38.13,47.71,46.74,46.67,46.39,48.78,45.61,39.95,47.13,46.98,43.39,47.75,51.91,47.22,36.26,45.81,44.24,47.12,47.92,50.68,47.67,39.36,43.76,45.89,45.21,46.36,49.05,46.24,38.04,46.63,47.05,46.04,47.22,50.7,47.11,40.65,41.76,47.39,47.89,47.55,50.86,47.54,41.97,46.28,46.48,47.53,48.84,52.11,49.97,40.42,46.01,46.27,46.22,46.15,49.67,47.94,40.55,46.24,44.29,49.17,50.59,56.43,52.31,41.06,42.6,42.48,44.28,45.04,50.21,45.35,43.67,44.47,46.12,48.03,48.73,54.05
"2590","county","Cook County","walking","","Illinois","United States",100,103.82,106.12,104.15,127.47,143.33,94.44,92.24,89.42,94.76,96.44,128.13,146.51,92.72,91.5,92.23,92.8,99.43,136.77,153.7,107.31,95.17,93.32,94.7,96.43,132.78,164.37,93.3,94.48,99.88,100.43,108.51,171.7,209.57,158.83,106.03,101.03,103.62,109.89,154.28,200.58,133.66,93.82,90.25,94.46,110.4,153.29,193.55,138.1,109.79,110.68,114.96,120.94,152.41,212.67,153.79,98.46,113.12,109.23,113.29,146.91,158.8,84.59,60.92,64.73,44.09,43.56,48,40.56,28.56,35.4,39.15,47.63,35.92,40.3,38.86,32.25,38.12,36.13,40.59,43.66,51.71,42.46,38.81,40.2,52.65,40.46,38.4,46.7,48.6,35.35,37.84,37.02,37.19,43.01,42.12,56.48,48,50.78,44.26,41.04,43.16,48.95,42.69,50.22,43.67,47.09,37.87,46.42,61.62,75.45,57.94,46.56,44.57,55.65,57.51,56.84,70.42,40.53,45.06,42.85,62.24,52.58,76.42,76.75,44.8,60.14,58.46,68.97,67.98,81.53,76.71,79.8,68.74,72.02,72.82,70.55,91.94,115.69,73.77,66.64,72.48,72.92,86.82,97.11,113.06,82.74,89.69,76.95,83.49,100.77,110.4,117.95,94.63,93.78,101.05,104.44,108.73,138.06,118.96,91.32,85.91,109.68,108.1,120.51,108.53,152.9,119.13,100.75,115.79,124.89,132.67,150.93,145.2,111.43,113.93,114.7,117.27,118.3,150.46,164.75,127.48,121.99,122.84,108.35,130.67,160.63,172.71,113.24,117.1,110.17,123.72,132.25,159.29,181.68,122.51,110.98,119.49,117.76,127.23,155.95,168.1,117.5,114.5,124.73,124.47,132.16,165,182.25,132.52,94.97,120.15,123.74,127.48,152.08,156.14,125.54,113.17,118.21,120.16,125.78,157.43,176.59,117.73,108.13,110.68,111.88,113.85,142.86,169.4,121.52,107.9,100.82,119.42,124.53,163.5,193.36,138.83,117.05,89.87,101.21,105.22,139.53,146.56,129.63,104.44,111.8,123.22,119.97,151.66
"2625","county","Cumberland County","driving","","Illinois","United States",100,103.6,111.92,113.25,141.63,120.25,111.64,122.61,103.03,103.5,95.27,122.52,137.18,125.07,98.01,94.42,97.07,106.62,134.06,120.53,113.06,101.8,103.41,96.88,102.55,125.07,113.06,112.96,114.38,116.65,125.92,116.08,161.97,154.78,127.53,148.72,117.22,119.77,124.12,161.02,140.3,143.61,128.57,112.49,103.31,126.4,164.62,142.01,148.16,121.57,119.39,119.58,137.18,195.18,155.91,159.79,122.42,120.34,138.98,136.8,166.7,159.98,143.33,110.41,115.42,121.29,122.52,130.27,116.18,84.2,79.85,87.8,91.01,77.58,86.09,80.79,74.55,75.12,77.48,79.56,74.46,92.24,80.23,70.01,70.96,79.94,79.09,78.9,86.28,76.82,54.97,72.94,89.12,82.4,95.46,99.53,102.93,80.23,82.5,92.05,90.35,87.04,103.97,98.39,86.75,92.81,99.72,84.3,101.8,122.61,118.16,98.39,101.42,97.63,112.2,119.21,138.51,135.57,116.56,NA,NA,132.36,123.37,146.17,143.9,121.57,122.71,124.22,127.15,154.3,200.66,182.5,180.04,177.11,151.94,142.67,142.1,177.67,168.78,174.55,154.78,146.26,154.12,156.76,170.96,205.2,157.71,151.56,126.3,178.81,200,219.3,202.08,196.78,161.68,167.36,178.33,206.24,244.56,224.69,192.34,170.2,177.39,185.43,179,249.76,270.58,204.73,179.56,177.58,205.58,233.77,234.72,169.82,257.9,202.74,172.94,173.42,218.64,237.75,223.37,204.64,192.81,169.44,168.12,200.66,232.64,232.17,202.93,171.62,170.58,176.16,186.28,222.33,198.96,206.24,149.67,162.16,163.2,180.98,228.76,200,187.42,182.59,176.82,191.96,201.8,219.11,230.27,215.8,174.27,160.45,176.92,192.34,223.18,216.65,201.04,176.16,166.7,153.64,183.44,230.46,218.45,166.23,138.22,138.51,158.18,155.06,180.89,171.43,166.79,130.65,142.95,148.16,191.01,290.35,207.38,189.21,202.46,144.09,140.4,153.64,200.66,186.47,178.24,139.36,149.01,142.19,161.87,201.32
"2674","county","De Witt County","driving","","Illinois","United States",100,121.73,129.71,115.04,108.73,138.35,83.01,103.25,96.38,108.36,110.96,129.06,126.37,99.07,98.7,108.45,108.73,112.63,123.96,135.19,80.32,125.44,120.61,115.78,106.59,123.49,145.68,104.55,126.46,126.56,95.82,95.17,133.15,129.81,100.74,123.77,126.28,124.33,129.43,136.12,153.67,107.89,114.39,109.94,98.79,131.57,147.17,167.22,119.96,119.59,111.14,122.93,119.22,148,160.07,110.96,121.17,119.13,118.57,124.88,138.53,110.31,88.12,81.34,88.95,86.63,87.93,97.68,70.19,45.78,74.37,73.07,85.79,67.69,76.6,63.88,54.22,74.09,86.07,70.94,84.12,88.49,72.79,64.35,83.57,96.01,104.74,91.64,99.81,76.51,42.62,82.82,81.62,92.57,90.71,90.06,96.66,70.47,97.86,110.77,122.75,95.08,106.87,75.67,81.43,95.45,99.26,96.38,109.19,125.35,141.69,92.94,114.3,98.42,104.64,123.77,133.05,154.69,96.56,NA,NA,130.55,144.1,149.4,157.75,107.99,151.44,138.07,142.62,150.05,179.48,168.8,171.59,149.77,147.35,159.42,162.49,198.24,201.67,158.68,145.22,159.98,166.95,165.46,199.35,227.21,198.98,186.72,156.82,168.62,192.39,218.66,222.01,181.43,181.15,191.92,192.57,193.22,300.28,258.12,157.01,171.12,180.97,196.1,222.28,254.41,234.08,187,202.79,194.24,205.57,228.78,255.15,227.02,223.58,193.13,188.3,188.39,214.76,243.18,262.21,207.24,186.17,190.53,172.61,190.99,293.69,314.02,198.05,189.97,179.85,191.09,200.65,251.81,253.67,209.19,164.44,204.74,204.55,176.51,220.61,219.13,198.61,168.62,185.61,174,224.14,263.42,248.65,193.04,176.69,184.87,201.02,190.62,251.62,260.17,226,169.08,190.81,182.27,173.44,240.76,256.64,205.11,184.68,161.28,172.24,173.63,240.67,255.8,190.25,162.77,159.05,171.03,205.85,273.35,253.39,188.95,159.8,183.01,160.63,193.13,205.76,210.49,233.98,161.1,177.99,163.7,196.29,204.09
"2679","county","DeKalb County","driving","","Illinois","United States",100,104.09,98.9,109.57,118.08,98.9,88.96,102.56,97.13,98.47,98.8,118.98,118.61,93.62,92.03,96.77,97.56,107.81,127.2,119.15,83.41,95.96,96.87,94.19,101.9,118.26,119.6,84.19,98.92,100.82,101.6,107.01,132.61,125.01,96.88,104.85,97.98,106.24,108.48,131.53,134.24,101.63,102.36,96.3,102.17,113.14,134.47,138.53,105.08,102.69,108.28,105.63,113.47,140.14,143.33,105.68,92.57,108.05,97.24,96.18,104.53,97.16,72.51,76.7,76.55,68.64,71.19,79.66,64.73,43.16,51.97,57.12,60,58.88,65.74,58.99,46.96,62.73,59.65,64.16,66.42,72.43,63.21,55.48,60.41,65.56,66.5,69.28,76.31,67.65,43.4,65.95,65.52,71.91,77.33,74.05,80.65,68.7,79.4,75.74,77.47,81.84,89.7,76.78,71.8,77.31,83.05,75.63,89.8,103.77,97.22,78.95,86.02,82.73,91.54,100.74,111.53,105.9,75.45,NA,NA,102.46,96.45,122.83,117.26,85.07,104.38,108.36,110.55,117.3,135.29,116.98,100.18,91.49,113.38,114.4,116.24,131.89,130.45,106.17,108.25,115.49,118.37,126.91,142.36,136.91,115.1,126.14,120.15,126.62,137.95,148.63,147.29,128.66,128.63,140.24,135.01,139.93,154.98,137.27,113.13,117.98,136.17,143.6,151.83,150.21,152.89,130.06,129.83,144.72,151.65,157.98,151.4,120.75,122.69,144.8,141.63,142.58,142.58,168.66,153.34,134.44,146.51,143.68,134.89,148.86,170.05,157.82,125.71,138.67,138.45,142.75,151.54,168.35,162.74,131.76,135.21,142.25,146.61,142.79,159.88,159.84,128.79,134.62,137.55,147,149.91,168.5,170.99,131.16,134.2,152.43,160.34,160.69,186.85,168.23,143.02,144.91,147.21,163.47,173.22,212.39,206.01,169.57,163.09,156.23,156.84,158.03,181.72,181.7,143.25,141.36,150.18,153,164.98,187.83,179.66,132.26,137.81,135.52,144.03,145.48,168.22,153.15,136.83,141.25,150.09,151.37,155.2,175.16
"2732","county","Douglas County","driving","","Illinois","United States",100,103.43,105.08,107.04,102.08,106.49,80.28,113.04,103.86,100.67,91.37,120.33,110.1,88.3,99.63,96.2,104.78,99.2,118.25,115,82.06,99.45,99.27,80.71,91.67,119.17,127.74,88.36,109.12,113.29,96.51,98.16,144.64,136.86,91.67,116.23,103.06,111.33,119.47,149.66,125.11,100.24,106.55,102.82,95.41,122.35,157.93,161.85,107.41,101.22,105.63,109.43,128.97,169.01,163.81,109.86,115.8,118.37,121.43,122.78,151.75,119.78,88.3,98.1,98.65,88.98,108.76,107.65,85,48.07,73.3,72.08,76.73,71.89,85.3,65.28,53.15,79.98,70.61,74.04,70.97,85.24,72.32,61.91,79.3,73.42,86.59,78.69,79.24,77.59,42.19,81.38,89.41,85.61,92.9,95.04,83.47,64.3,93.94,89.53,89.77,81.87,98.71,93.39,61.79,95.47,95.28,90.81,100.06,120.51,110.29,88.55,103.8,101.59,100.43,118.13,139.68,133.19,90.81,NA,NA,125.05,124,158.54,142.38,95.41,137.05,121.98,128.6,147.7,200.18,162.16,114.57,131.41,136.8,141.89,150.34,172.93,163.38,125.05,149.42,145.32,139.74,151.44,164.48,176.12,150.52,153.58,122.6,148.93,161.97,195.16,183.96,151.38,163.56,147.58,154.07,157.93,185,181.45,121.92,155.79,163.81,146.54,178.38,213.72,179.61,156.89,170.61,162.34,170.3,215.55,203.31,125.35,169.2,176.79,167.42,158.11,179.42,201.59,205.82,156.22,165.28,153.64,164.85,179.85,206.06,201.71,162.16,149.97,144.4,161.67,193.57,194.61,198.84,162.89,159.4,158.05,154.07,166.99,188.98,194.06,158.18,171.16,158.42,161.91,188,199.63,202.39,159.71,174.89,145.25,164.73,183.22,203.37,221.74,170.85,168.34,144.64,154.5,179.42,206.55,205.51,144.64,150.46,148.62,145.19,159.89,178.26,196.39,136.13,136.19,143.97,146.72,169.75,240.36,243.48,156.28,196.2,146.05,149.23,166.56,192.53,180.96,151.13,138.09,144.7,150.7,161.79,189.47
"2744","county","DuPage County","driving","","Illinois","United States",100,106.13,107.59,109.84,134.78,111.05,83.47,103.99,103.14,101.99,104.27,120.9,114.22,81.36,94.82,100.21,101.77,103.5,122.68,119.57,78.38,94.11,99.93,104.41,102.84,116.45,119.65,81.82,99.03,106.46,111.58,114.51,134.55,126.82,95.82,111.12,107.08,108.28,110.83,131.5,133,94.78,99.96,101.58,104.74,113.77,137.53,133.46,95.02,103.55,108.19,112.55,117.43,135.6,136.94,96.23,105.45,111.13,108.07,103.64,113.9,93.04,66.03,77.58,73.32,64.75,61.56,66.08,47.68,29.12,42.46,46.74,50.97,48.11,52.92,42.89,34.39,48.98,49.22,51.22,52.36,58.4,48.27,38.37,49.01,53.86,52.3,54.5,62.52,53.46,33.34,51.44,53.48,55.16,59.26,59.68,62.02,48.63,61.7,61.18,60.98,63.74,70.9,59.49,53.66,61.57,63.83,59.68,68.12,81.03,74.64,58.8,67.4,66.47,75.05,78.22,86.89,85.69,57.37,NA,NA,82.65,75.28,100.2,89.89,61.84,83.76,86.85,94.32,96.12,108.74,89.12,77.57,71.73,95.75,97.53,99.27,119.65,109.97,83.7,96.84,103.51,111.72,116,127.27,117.91,92.67,115.97,110.82,117.01,129.32,139.8,124.87,99.3,121.92,125.88,127.28,132.98,146.96,124.91,91.72,117.72,133.47,135.09,141.62,138.79,139.07,108.5,127.32,138.36,142.32,147.75,136.49,98.39,95.47,130.04,135.02,137.37,140.79,156.02,141.46,111.75,135.04,140.73,135.35,150.02,164.14,144.89,106.68,132.14,135.2,143.61,145.67,161.59,147.18,110.85,130.38,139.24,140.85,145.7,154.91,141.16,108.25,134.15,140.13,141.21,144.5,160.44,145.3,111.55,125.34,146.59,146.6,147.87,160.89,141,112.58,129.28,133.52,135.82,139.35,153.86,144.06,106.97,122.61,125.34,128.1,130.61,147.21,140.61,104.74,117.57,118.91,129.12,134.46,154.87,137.25,100.27,98.06,111.78,120.47,126.61,144.64,135.92,108.34,117.94,125.28,128.5,130.42,152.3
